Sample_num,Task_number,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,Timestamp
134.0,0,4742785.90454514,4692958.91644209,4822822.10353869,4785126.40274594,4648548.08952471,4759627.84682832,4687774.11351118,4773038.88389242,1686223216.309613
135.0,0,4742753.94263914,4692928.10605865,4822762.18078194,4785068.49795763,4648490.12729144,4759567.67720319,4687679.51706078,4772979.88291986,1686223216.309716
136.0,0,4742976.12776242,4693148.72432349,4822946.06602763,4785253.7261536,4648690.40045956,4759782.28197307,4687885.2682383,4773185.00212109,1686223216.353994
137.0,0,4743042.80819847,4693205.67148678,4823037.78083292,4785338.5174633,4648793.95932638,4759900.99925131,4688043.06238601,4773278.79891683,1686223216.354013
138.0,0,4742925.02644759,4693107.97194437,4822958.5594679,4785251.57012291,4648691.16527378,4759803.26751486,4687951.54044866,4773178.46127997,1686223216.354026
139.0,0,4742801.51189184,4692978.25237927,4822847.87078855,4785129.23377001,4648553.72790295,4759656.27493646,4687772.74765186,4773042.1659624,1686223216.35404
140.0,0,4743388.46970208,4693572.04114776,4823435.38539439,4785740.89974959,4649175.44816096,4760278.22964623,4688422.14624589,4773672.76024487,1686223216.354055
141.0,0,4742694.82637471,4692906.00117867,4822748.17991386,4785041.26293246,4648473.72783382,4759575.3137878,4687730.10362804,4772980.11596854,1686223216.35407
142.0,0,4742808.31086483,4693003.94876422,4822842.75878981,4785144.44771752,4648585.28535717,4759693.58045089,4687865.57346962,4773101.22420191,1686223216.354085
143.0,0,4742708.69244211,4692907.06335779,4822749.05280483,4785046.58625076,4648481.46746861,4759585.39441746,4687747.79906227,4772995.09086138,1686223216.354102
144.0,0,4742756.84016801,4692959.40470073,4822818.64610871,4785117.19713899,4648550.25305421,4759660.95551779,4687811.48878567,4773047.95715288,1686223216.354119
145.0,0,4742810.55143561,4693024.41850178,4822887.36729826,4785177.75209157,4648614.25422272,4759728.41951569,4687875.69781815,4773109.96445909,1686223216.354137
146.0,0,4742897.6630546,4693093.72371958,4822980.53684782,4785291.42041985,4648734.53338066,4759862.44905658,4688053.76346413,4773230.9056372,1686223216.354157
147.0,0,4742630.65017551,4692842.98822681,4822690.92240781,4784985.32220863,4648400.7535062,4759521.0677578,4687645.39358446,4772916.2656897,1686223216.354177
148.0,0,4742926.39034276,4693123.20281524,4822965.22714537,4785271.38193842,4648690.15676773,4759800.09243868,4687930.75072797,4773202.52088799,1686223216.354197
149.0,0,4743011.29903225,4693202.04098579,4823037.37092408,4785360.20861062,4648801.98876677,4759923.16051065,4688112.25351355,4773318.45508424,1686223216.354218
150.0,0,4742744.23334836,4692980.14668367,4822793.40390215,4785094.90199166,4648523.59238405,4759628.88977592,4687806.63199398,4773036.06280953,1686223216.354241
151.0,0,4741350.59512114,4691600.25447553,4821422.74759816,4783689.92041564,4647081.00974294,4758135.3635883,4686227.25491267,4771541.80067839,1686223216.354875
152.0,0,4743800.17367738,4694001.08508368,4823832.15604636,4786150.10455304,4649566.048106,4760634.32076597,4688797.63164855,4774060.98300515,1686223216.3549
153.0,0,4742803.29970609,4693040.06595771,4822847.88059229,4785146.81876519,4648564.80244243,4759649.49129148,4687802.34710594,4773073.29982248,1686223216.354921
154.0,0,4743254.23508228,4693505.28408879,4823323.99305153,4785623.402131,4649045.12192026,4760142.83152319,4688321.67655621,4773567.1513411,1686223216.354943
155.0,0,4742678.4255561,4692938.96093284,4822795.87877348,4785080.38909921,4648488.66970411,4759586.70089788,4687741.00275992,4773002.7895606,1686223216.354973
156.0,0,4743067.76412061,4693275.68650519,4823175.98884802,4785492.48564666,4648919.65019856,4760028.58660679,4688207.37573486,4773425.69851726,1686223216.355001
157.0,0,4741869.35896734,4692043.53704005,4821959.78155685,4784282.49412705,4647710.13579177,4758817.62442928,4686995.77907669,4772192.39225182,1686223216.355029
158.0,0,4742809.21431617,4692954.09898856,4822865.00838456,4785205.63410783,4648648.9327994,4759742.1148318,4687923.86047416,4773112.50522947,1686223216.35506
159.0,0,4741389.54394085,4691588.8199581,4821448.79777793,4783753.71952869,4647169.84863735,4758228.90099262,4686332.20773271,4771611.98823017,1686223216.355086
160.0,0,4743046.76945646,4693218.72670022,4823063.62088444,4785378.95193017,4648809.28605088,4759857.0274828,4687979.82978994,4773247.07857787,1686223216.355117
161.0,0,4744517.91967451,4694693.12392668,4824521.21520718,4786838.62796568,4650272.66539875,4761341.78272899,4689507.59275045,4774792.49986337,1686223216.355145
162.0,0,4743035.55590541,4693220.14789298,4823058.38922924,4785370.53698732,4648816.31378582,4759878.1196404,4688075.37619546,4773299.90478382,1686223216.355177
163.0,0,4742870.45776395,4693055.1351537,4822896.49637041,4785207.90006073,4648662.69832525,4759745.17235974,4687972.95668626,4773149.89145676,1686223216.355208
164.0,0,4743050.30528331,4693231.1173182,4823056.38514192,4785364.59151496,4648812.21679146,4759898.07236059,4688117.38274099,4773305.53518882,1686223216.355249
165.0,0,4742740.5145289,4692918.95321464,4822735.93861637,4785046.16351455,4648505.21332583,4759603.93517561,4687837.51262849,4773002.91865719,1686223216.355285
166.0,0,4742796.98485569,4693019.37470614,4822825.78791322,4785096.76657344,4648531.71062358,4759615.1866751,4687773.81644362,4773021.79562535,1686223216.38474
167.0,0,4743160.48699284,4693376.15301391,4823178.61555026,4785453.4648091,4648879.52127605,4759952.27190246,4688095.00940358,4773382.28869892,1686223216.384761
168.0,0,4743137.23744571,4693372.87380387,4823175.20180901,4785456.13679985,4648892.16263764,4759956.31504939,4688114.27451062,4773389.86131689,1686223216.384775
169.0,0,4743397.08053339,4693614.06119359,4823427.91160154,4785716.65449611,4649159.49544943,4760223.20877888,4688404.97699171,4773674.28821262,1686223216.38479
170.0,0,4743402.52181001,4693599.15810714,4823438.47159403,4785745.93633794,4649196.00170984,4760271.9668557,4688504.50325983,4773724.29135754,1686223216.384804
171.0,0,4741380.94777398,4691597.7094972,4821453.64101863,4783747.11476261,4647189.88175927,4758262.93967282,4686502.18924182,4771684.61977366,1686223216.38482
172.0,0,4742630.41115714,4692842.9733458,4822691.64109976,4784985.85750951,4648416.62954763,4759492.21559859,4687692.33007544,4772906.80046337,1686223216.384836
173.0,0,4743055.94932167,4693257.79431543,4823110.93239125,4785408.82816845,4648836.26786372,4759910.66799856,4688097.14201655,4773354.46898694,1686223216.384853
174.0,0,4743157.92759752,4693344.74232173,4823202.08290012,4785517.92723717,4648963.98155723,4760047.51542455,4688243.87894286,4773471.92764641,1686223216.384871
175.0,0,4742939.99468074,4693111.22365171,4822942.74267787,4785269.19189089,4648724.60966975,4759831.42833505,4688052.37482788,4773249.7557795,1686223216.384889
176.0,0,4743190.68665456,4693367.66727573,4823181.45682823,4785508.64230044,4648970.4420819,4760105.6797134,4688346.0146228,4773501.61189231,1686223216.384932
177.0,0,4743092.15905416,4693295.80487824,4823098.77813721,4785420.70436611,4648883.408114,4760035.04963554,4688281.47871124,4773421.41808546,1686223216.384953
